Canada,3940,Perimeter Aviation,PAG,PERIMETER
Canada,3972,Pimichikamac Air,MKS,MIKISEW
Canada,3991,Points of Call Airlines,PTS,POINTSCALL
Canada,4021,Porter Airlines,POE,PORTER AIR
Canada,4028,Powell Air,PWL,POWELL AIR
Canada,4030,Pratt and Whitney Canada,PWC,PRATT
Canada,4049,Prince Edward Air,CME,COMET
Canada,4068,Propair,PRO,PROPAIR
Canada,4074,Provincial Airlines,SPR,SPEEDAIR
Canada,4075,Provincial Express,PRV,PROVINCIAL
Canada,4078,Ptarmigan Airways,PTA,PTARMIGAN
Canada,4094,Quantex Environmental,QTX,AIR QUANTEX
Canada,4095,Quebec Government Air Service,QUE,QUEBEC
Canada,4169,Regent Air,RAH,REGENT
Canada,4171,Region Air,RGR,REGIONAIR
Canada,4172,Regional 1,TSH,TRANSCANADA
Canada,4211,Roadair Lines,RDL,ROADAIR
Canada,4215,Rocky Mountain Airlines,ROC,
Canada,4219,Rog-Air,FAD,AIR FRONTIER
Canada,4253,Royal Aviation Express,RXP,ROY EXPRESS
Canada,4312,Golden Eagle Air Services (FAA),SAJ,SAJEN
Canada,4318,Springbank Aviation,SAQ,SPRINGBANK
Canada,4346,Switfair Cargo,SCL,SWIFTAIR
Canada,4357,St. Andrews Airways,SDA,SAINT ANDREWS
Canada,4384,Shuswap Flight Centre,SFC,SHUSWAP
Canada,4393,Southern Frontier Air Transport,SFS,SOUTHERN FRONTIER
Canada,4403,Skyward Aviation,SGK,SKYWARD
Canada,4407,Saskatchewan Government Executive Air Service,SGS,SASKATCHEWAN
Canada,4426,Shooter Air Courier,SHR,SHOOTER
Canada,4467,Sair Aviation,SRA,SAIR
Canada,4477,Selkirk Remote Sensing,SRS,PHOTO CHARLIE
Canada,4482,Sasair,SSB,SASIR
Canada,4494,Sunwest Airlines,SST,SUNFLIGHT
Canada,4496,Skyservice Airlines,SSV,SKYTOUR
Canada,4508,Sontair,STI,SONTAIR
Canada,4549,South West Air,SWC,SAINT CLAIR
Canada,4553,Sunwing Airlines,SWG,SUNWING
Canada,4583,Slate Falls Airways,SYJ,
Canada,4585,Syncrude Canada,SYN,SYNCRUDE
Canada,4605,Sunwest Home Aviation,CNK,CHINOOK
Canada,4638,Samaritan Air Service,HLO,HALO
Canada,4686,Simpson Air Ltd,NCS,COMMUTER-CANADA
Canada,4726,Skycraft Air Transport,SKG,SKYCRAFT-CANADA
Canada,4729,Skylink Aviation,SKK,SKYLINK
Canada,4730,Skycharter (Malton),SKL,SKYCHARTER
Canada,4747,Saskatchewan Government,SLG,LIFEGUARD
Canada,4769,Smith Air (1976),SML,SMITH AIR
Canada,4792,Sun Air Aviation Services,SNX,SUNEX
Canada,4806,Sowind Air,SOW,SOWIND
Canada,4849,Stephenville Aviation Services,XSN,
Canada,4851,Sector Airlines,XTR,EXTER
Canada,4852,Skyplan Services,XXS,
Canada,4876,Thunderbird Tours,TBD,ORCA
Canada,4935,Transport Canada,TGO,TRANSPORT
Canada,4950,Thunder Airlines,THU,AIR THUNDER
Canada,4990,Timberline Air,TMR,TIMBER
Canada,5005,Trans North Turbo Air,TNT,TRANS NORTH
Canada,5015,Toronto Airways,TOR,TORONTAIR
Canada,5017,Totavia,TOT,
Canada,5019,Toyota Canada,TOY,TOYOTA
Canada,5034,Trans-Provincial Airlines,TPY,TRANS PROVINCIAL
Canada,5064,Transwest Air,ABS,ATHABASKA
Canada,5101,Tradewinds Aviation,TWL,TRADEWINDS CANADA
Canada,5132,Triton Airlines,DRC,TRITON AIR
Canada,5152,Tal Air Charters,JEL,JETEL
Canada,5161,Trans Atlantis,LTA,LANTRA
Canada,5292,Vacationair,VAC,VACATIONAIR
Canada,5307,Voyageur Airways,VAL,VOYAGEUR
Canada,5313,VIA Rail Canada,,
Canada,5349,Vistajet,VJT,VISTA
Canada,5371,Vision Airways Corporation,VSN,VISION
Canada,5391,Walsten Air Services,WAS,WALSTEN
Canada,5393,Wapiti Aviation,WPT,WAPITI
Canada,5396,Wasaya Airways,WSG,WASAYA
Canada,5411,West Coast Air,,
Canada,5415,West Wind Aviation,WEW,WESTWIND
Canada,5416,WestJet,WJA,WESTJET
Canada,5420,Westcoast Energy,BLK,BLUE FLAME
Canada,5425,Western Arctic Air,WAL,WESTERN ARCTIC
Canada,5427,Western Express Air Lines,WES,WEST EX
Canada,5433,Westpoint Air,WTP,WESTPOINT
Canada,5437,White River Air Services,WRA,
Canada,5466,World Weatherwatch,XWW,
Canada,5469,Worldwide Air Charter Systems,CSW,CHARTER SYSTEMS
Canada,5521,Zip,WZP,ZIPPER
Canada,5523,Zoom Airlines,OOM,ZOOM
Canada,9828,Ciel Canadien,YCC,Ciel
Canada,9829,Canadian National Airways,YCP,CaNational
Canada,10673,CanXpress,CA1,CAX
Canada,10683,CanXplorer,CAP,
Canada,10735,World Experience Airline,WE1,WEA
Canada,10945,Enerjet,ENJ,ENERJET AIR
Canada,11922,Worldways,WGC,
Canada,14725,Air Atlantic,\N,Atlantic
Canada,16110,Harbour Air (Priv),\N,
Canada,16329,Sunwing,\N,sunwing
Canada,16459,Sky Regional,SKV,Sky Regional
Canada,16721,Red Jet Canada,\N,
Canada,16753,Canadian World,CNN,Canadian
Canada,19337,Transair,TTZ,
Canada,19675,Rainbow Air Canada,RAY,Rainbow CAN
Canada,19927,Island Express Air,\N,Abby Air
Canada,19983,Royal,\N,Roy
Canada,19986,GREAT LAKES (GX),\N,
Canada,20285,WestJet Encore,WEN,Encore
Canada,20293,Sky Regional Airlines,SKV,Maple
Guinea-Bissau,461,Astravia-Bissau Air Transports Ltd.,ASV,ASTRAVIA
Guinea-Bissau,1051,Air Luxor GB,LXG,LUXOR GOLF
Guinea-Bissau,1269,Aero Soga,SOG,AEROSOGA
Guinea-Bissau,1353,Bissau Airlines,BAU,AIR BISSAU
Guinea-Bissau,1372,Bissau Discovery Flying Club,BDF,BISSAU DISCOVERY
Guinea-Bissau,1489,Bissau Aero Transporte,BSS,BISSAU AIRSYSTEM
Guinea-Bissau,2626,Guine Bissaur Airlines,BSR,BISSAU AIRLINES
Guinea-Bissau,2673,Halcyon Air/Bissau Airways,HCN,HALCYON
Belgium,15,Abelag Aviation,AAB,ABG
Belgium,271,Allied Command Europe (Mobile Force),ALF,ACEFORCE
Belgium,538,ASL,XXX,
Belgium,634,Airventure,RVE,AIRVENTURE
Belgium,1346,Belgian Air Force,BAF,BELGIAN AIRFORCE
Belgium,1373,Belgian Army,AYB,BELGIAN ARMY
Belgium,1428,Belgavia,BLG,BELGAVIA
Belgium,1515,Brussels International Airlines,BXI,XENIA
Belgium,1531,Brussels Airlines,DAT,BEE-LINE
Belgium,1551,Belgian Navy,NYB,BELGIAN NAVY
Belgium,2235,Eurocontrol,EUC,
Belgium,2252,European Air Transport,BCS,EUROTRANS
Belgium,2431,Flying Service,FYG,FLYING GROUP
Belgium,2528,Gendarmerie Belge,GDB,BELGIAN GENERMERIE
Belgium,2800,International Air Carrier Association,ITC,
Belgium,3032,Jetairfly,JAF,BEAUTY
Belgium,3821,Ostend Air College,OCO,AIR COLLEGE
Belgium,4445,SITA,SIT,
Belgium,4734,Sky Service,SKS,SKY SERVICE
Belgium,4873,TNT Airways,TAY,QUALITY
Belgium,4896,Thomas Cook Airlines,TCW,THOMAS COOK
Belgium,5169,Thalys,,
Belgium,5333,Virgin Express,VEX,VIRGIN EXPRESS
Belgium,5383,VLM Airlines,VLM,RUBENS
Belgium,6002,TUI Airlines Belgium,TUB,BEAUTY
Belgium,10224,Zz,\N,
Belgium,17963,VG Airlines (IV),FVG,Nico
Zimbabwe,608,Air Zimbabwe,AZW,AIR ZIMBABWE
Zimbabwe,1266,Avient Aviation,SMJ,AVAVIA
Zimbabwe,1328,Air Zambezi,TZT,ZAMBEZI
Zimbabwe,2272,Executive Air,LFL,LIFE FLIGHT
Zimbabwe,3446,Medical Air Rescue Services,MRZ,MARS
Zimbabwe,5210,United Air Charters,UAC,UNITAIR
Zimbabwe,16570,Zimbabwean Airlines,\N,
Zimbabwe,20051,Fly Africa Zimbabwe,FZW,Fresh Express
Taiwan,1756,China Airlines,CAL,DYNASTY
Taiwan,1800,Civil Air Transport,CAT,Mandarin
Taiwan,2091,EVA Air,EVA,EVA
Taiwan,2324,Far Eastern Air Transport,EFA,Far Eastern
Taiwan,2439,Formosa Airlines,FOS,
Taiwan,3392,Mandarin Airlines,MDA,Mandarin
Taiwan,5038,TransAsia Airways,TNA,TransAsia
Taiwan,9082,Uni Air,UIA,Glory
Taiwan,20401,V Air,VAX,
AUDI AIR,500,Audi Air,AUD, Inc.
ARMSTRONG,425,Armstrong Air,ARQ, Inc.
Honduras,938,Atlantic Airlines de Honduras,HHA,ATLANTIC HONDURAS
Honduras,1120,Aerolineas Sosa,NSO,SOSA
Honduras,2772,Honduras Airlines,HAS,HONDURAS AIR
Honduras,2950,Islena De Inversiones,ISV,
Honduras,4948,TACA De Honduras,THO,LEMPIRA
Honduras,5905,TAN-SAHSA,\N,Sierra Hotel
Singapore,14,Abacus International,,
Singapore,3021,Jetstar Asia Airways,JSA,JETSTAR ASIA
Singapore,3056,Jett8 Airlines Cargo,JEC,
Singapore,3858,Pacific Flight Services,PFA,PACIFIC SING
Singapore,4308,Republic of Singapore Air Force,SAF,SINGA
Singapore,4435,Singapore Airlines,SIA,SINGAPORE
Singapore,4464,Singapore Airlines Cargo,SQC,SINGCARGO
Singapore,4750,SilkAir,SLK,SILKAIR
Singapore,4936,Tiger Airways,TGW,GO CAT
Singapore,5297,Valuair,VLU,VALUAIR
Singapore,17891,Scoot,SCO,
Afghanistan,125,Ariana Afghan Airlines,AFG,ARIANA
Afghanistan,1397,Balkh Airlines,BHI,SHARIF
Afghanistan,3097,Kam Air,KMF,KAMGAR
Afghanistan,3138,Khyber Afghan Airlines,KHY,KHYBER
Afghanistan,3402,Marcopolo Airways,MCP,MARCOPOLO
Afghanistan,3878,Pamir Airways,PIR,PAMIR
Afghanistan,10758,Safi Airlines,\N,
Afghanistan,18672,East Horizon,EHN,EAST HORIZON
Cyprus,251,Ajet,AJY,AYJET
Cyprus,1940,Cyprair Tours,CYC,CYPRAIR
Cyprus,1942,Cyprus Airways,CYP,CYPRUS
Cyprus,2237,Eurocypria Airlines,ECA,EUROCYPRIA
Cyprus,2457,Freedom Airways,FAS,FREEDOM AIRWAYS
Cyprus,2614,Griffin Aviation,GFF,GRIFFIN AIR
Cyprus,2735,Helios Airways,HCY,HELIOS
Cyprus,13781,88,VVN,
Cyprus,20923,COBALT,FCB,COBALT
ALNACIONAL,292,Alas Nacionales,ALW, S.A.
AVEMEX,523,Aviacion Ejecutiva Mexicana,AVM, S.A.
ALASKA,439,Alaska Airlines,ASA, Inc.
Russia,5,213 Flight Unit,TFU,
Russia,6,223 Flight Unit State Airline,CHD,CHKALOVSK-AVIA
Russia,7,224th Flight Unit,TTF,CARGO UNIT
Russia,41,Abakan-Avia,ABG,ABAKAN-AVIA
Russia,95,Aerotrans Airlines,AED,
Russia,130,Aeroflot Russian Airlines,AFL,AEROFLOT
Russia,173,Angara Airlines,AGU,SARMA
Russia,286,Tatarstan Airlines,TAK,TATARSTAN
Russia,331,Airport Bratsk,BRP,AEROBRA
Russia,349,AVCOM,AOC,AERO AVCOM
Russia,357,Aero Rent JSC,NRO,AEROMASTER
Russia,388,Aircompany Barcol,BKL,BARCOL
Russia,423,RPA-Aviataxi Ltd.,ARP,
Russia,432,Airline Alania,OST,ALANIA
Russia,443,Airstars,ASE,MOROZOV
Russia,449,Air and Sea Transport,ASN, 
Russia,462,Astrakhan Airlines,ASZ,AIR ASTRAKHAN
Russia,483,Avialesookhrana,FFA,AVIALESOOKHRANA
Russia,495,Aviastar-Tu,TUP,TUPOLEVAIR
Russia,496,AirBridge Cargo,ABW,AIRBRIDGE CARGO
Russia,503,Aeroflot-Nord,AUL,DVINA
Russia,506,Avia Business Group,AUP,
Russia,560,Auo Airclub AIST-M,ISM,STORK
Russia,595,Atlant-Soyuz Airlines,AYZ,ATLANT-SOYUZ
Russia,605,Aviacon Zitotrans Air Company,AZS,ZITOTRANS
Russia,641,Rossiya-Russian Airlines,SDM,PULKOVO
Russia,657,Air Bashkortostan,BBT,AGYDAL
Russia,705,Airtrans Ltd,VAB,
Russia,711,Avialift Vladivostok,VLV,VLADLIFT
Russia,713,Aviast Air,VVA,IALSI
Russia,718,Aviaprad,VID,AVIAPRAD
Russia,723,Airlines 400,VAZ,REMONT AIR
Russia,736,Aviaprom Enterprises,XAV,AVIAPROM
Russia,744,AMS Group,XMG,
Russia,754,Aerotrans,CDU,
Russia,755,Airline Skol,CDV,SKOL
Russia,816,Aeroflot-Don,DNV,DONAVIA
Russia,850,Avianergo,ERG,AVIANERGO
Russia,892,Aerofreight Airlines,FRT,
Russia,950,AC Insat-Aero,IAE,
Russia,969,Aviainvest,IWS,
Russia,1012,Aerologic,LDL,
Russia,1041,Alrosa-Avia,LRO,ALROSA
Russia,1044,Aerobusinessservice,LSM,
Russia,1079,Aviation Company Meridian,MMM,AVIAMERIDIAN
Russia,1098,Aero-Kamov,MSV,AERAFKAM
Russia,1117,Aerokuzbass,NKZ,NOVOKUZNETSK
Russia,1124,Avial NV Aviation Company,NVI,NEW AVIAL
Russia,1127,Arkhangelsk 2 Aviation Division,OAO,DVINA
Russia,1136,Aviapartner Limited Company,OSO,
Russia,1178,Aeroflot-Cargo,RCF,AEROFLOT-CARGO
Russia,1186,Adygeya Airlines,RDD,ADLINES
Russia,1287,Aircompany Yakutia,SYL,AIR YAKUTIA
Russia,1340,Alrosa Mirny Air Enterprise,DRU,MIRNY
Russia,1356,Best Aero Handling Ltd,BAX,
Russia,1376,Belgorod Aviation Enterprise,BED,BELOGORYE
Russia,1393,Bugulma Air Enterprise,BGM,BUGAVIA
Russia,1431,Baltic Airlines,BLL,BALTIC AIRLINES
Russia,1473,Briansk State Air Enterprise,BRK,BRIANSK-AVIA
Russia,1493,BAL Bashkirian Airlines,BTC,BASHKIRIAN
Russia,1503,Buryat Airlines Aircompany,BUN,BURAL
Russia,1519,Bylina Joint-Stock Company,BYL,BYLINA
Russia,1536,Bel Limited,FOS,
Russia,1693,Center-South,CTS,CENTER-SOUTH
Russia,1710,Centre of Applied Geodynamica,CGS,GEO CENTRE
Russia,1711,Centre-Avia,CVC,AVIACENTRE
Russia,1740,Cheboksary Airenterprise JSC,CBB,CHEBAIR
Russia,1742,Cherline,CHZ,CHERL
Russia,1743,Chernomor-Avia,CMK,CHERAVIA
Russia,1775,Chitaavia,CHF,CHITA
Russia,1882,Continental Airways,PVV,CONTAIR
Russia,1967,Dagestan Airlines,DAG,DAGAL
Russia,1973,Dalavia,KHB,DALAVIA
Russia,2048,Domodedovo Airlines,DMO,DOMODEDOVO
Russia,2158,Elbrus-Avia Air Enterprise,NLK,ELAVIA
Russia,2381,Flight Inspections and Systems,LTS,SPECAIR
Russia,2432,Flying-Research Aerogeophysical Center,FGP,FLYING CENTER
Russia,2524,Gazpromavia,GZP,GAZPROMAVIA
Russia,2616,Grizodubova Air Company,GZD,GRIZODUBOVA AIR
Russia,2821,IVV Femida,FDF,
Russia,2839,Il-Avia,ILV,ILAVIA
Russia,2883,Interavia Airlines,SUW,ASTAIR
Russia,2965,Izhavia,IZA,IZHAVIA
Russia,2976,JSC Transport Automated Information Systems,,
Russia,2999,Jet Air Group,JSI,SISTEMA
Russia,3024,Jet-2000,JTT,MOSCOW JET
Russia,3087,KD Avia,KNI,KALININGRAD AIR
Russia,3102,Karat,AKT,AVIAKARAT
Russia,3108,Katekavia,KTK,KATEKAVIA
Russia,3110,Kavminvodyavia,MVD,AIR MINVODY
Russia,3114,Kazan Aviation Production Association,KAO,KAZAVAIA
Russia,3115,Kazan Helicopters,KPH,KAMA
Russia,3147,Kirov Air Enterprise,KTA,VYATKA-AVIA
Russia,3157,Kogalymavia Air Company,KGL,KOGALYM
Russia,3159,Komiaviatrans State Air Enterprise,KMA,KOMI AVIA
Russia,3160,Komiinteravia,KMV,KOMIINTER
Russia,3161,Komsomolsk-on-Amur Air Enterprise,KNM,KNAAPO
Russia,3165,Kosmos,KSM,KOSMOS
Russia,3168,Krasnojarsky Airlines,KJC,KRASNOJARSKY AIR
Russia,3172,Krylo Airlines,KRI,Krylo
Russia,3175,Kuban Airlines,KIL,AIR KUBAN
Russia,3177,Kurzemes Avio,KZA,
Russia,3215,LUKoil-Avia,LUK,LUKOIL
Russia,3377,Malaya Aviatsia Dona,MKK,AEROKEY
Russia,3428,Mavial Magadan Airlines,MVL,Mavial
Russia,3507,Mimino,MIM,MIMINO
Russia,3545,Moskovia Airlines,GAI,GROMOV AIRLINE
Russia,3563,Murmansk Aircompany,MNZ,MURMAN AIR
Russia,3633,Nefteyugansk Aviation Division,NFT,NEFTEAVIA
Russia,3668,Nizhnevartovskavia,NVK,VARTOSKAVIA
Russia,3709,North-West Air Transport Company - Vyborg,VBG,VYBORG AIR
Russia,3744,Novogorod Air Enterprise,NVG,SADKO AVIA
Russia,3745,Novosibirsk Aircraft Repairing Plant,NSP,NARPAIR
Russia,3746,Novosibirsk Aviaenterprise,NBE,NAKAIR
Russia,3747,Novosibirsk Aviation Production Association,NPO,NOVSIB
Russia,3783,Omskavia Airline,OMS,OMSK
Russia,3804,Orel State Air Enterprise,ORM,ORPRISE
Russia,3805,Orenburg Airlines,ORB,ORENBURG
Russia,3816,Orion-x,OIX,ORIONIX
Russia,3895,Panh,PNH,KUBAN LIK
Russia,3941,Perm Airlines,PGP,PERM AIR
Russia,3948,Petropavlovsk-Kamchatsk Air Enterprise,PTK,PETROKAM
Russia,3995,Polet,POT,POLET
Russia,4015,Polyot Sirena,,
Russia,4043,Primair,PMM,PRIMAVIA
Russia,4076,Pskovavia,PSW,PSKOVAVIA
Russia,4083,Pulkovo Aircraft Services,PGH,
Russia,4227,Rosneft-Baltika,RNB,ROSBALT
Russia,4232,Rossiya,,
Russia,4279,Rusaero,RUR,
Russia,4280,Rusaero,KLE,
Russia,4281,Rusair JSAC,CGI,CGI-RUSAIR
Russia,4282,Rusich-T,RUH,
Russia,4283,Rusline,RLU,RUSLINE AIR
Russia,4284,Russian Aircraft Corporation-MiG,MIG,MIG AVIA
Russia,4285,Russian Federation Air Force,RFF,RUSSIAN AIRFORCE
Russia,4286,Russian Sky Airlines,ESL,RADUGA
Russia,4287,Rusuertol,RUZ,ROSTUERTOL
Russia,4297,Ryazan State Air Enterprise,RYZ,RYAZAN AIR
Russia,4329,S7 Airlines,SBI,SIBERIAN AIRLINES
Russia,4358,Sukhoi Design Bureau Company,SDB,SU-CRAFT
Russia,4423,Sheremetyevo-Cargo,SHO,
Russia,4428,Sakhalinskie Aviatrassy (SAT),SHU,SATAIR
Russia,4436,Sibaviatrans,SIB,SIBAVIA
Russia,4473,Sirair,SRN,SIRAIR
Russia,4486,Severstal,SSF,SEVERSTAL
Russia,4511,Streamline Ops,STO,SLOPS
Russia,4527,State Unitary Air Enterprise,SUM,SUMES
Russia,4593,Specavia Air Company,BHV,AVIASPEC
Russia,4596,Samara Airlines,BRZ,BERYOZA
Russia,4597,Spark+ Joint-Stock Company,BVV,SPARK
Russia,4604,Sirius-Aero,CIG,SIRIUS AERO
Russia,4677,Siren-Travel,,
Russia,4678,Sirena,,
Russia,4703,Sokol,PIV,AEROSOKOL
Russia,4717,S-Air,RLS,S-AIRLINES
Russia,4778,Shans Air,SNF,SHANS AIR
Russia,4794,Southern Cargo Air Lines,SOC,
Russia,4805,Saratov Aviation Division,SOV,SARATOV AIR
Russia,4830,Shar Ink,UGP,SHARINK
Russia,4831,Second Sverdlovsk Air Enterprise,UKU,PYSHMA
Russia,4916,Transeuropean Airlines,TEP,TRANSEURLINE
Russia,4960,Tesis,TIS,TESIS
Russia,5067,Transaero Airlines,TSO,TRANSOVIET
Russia,5086,Tulpar Air,TUL,URSAL
Russia,5087,Tyumenspecavia,TUM,TUMTEL
Russia,5155,Transair-Gyraintiee,KTS,KOTAIR
Russia,5175,TSSKB-Progress,PSS,PROGRESS
Russia,5234,Ural Airlines,SVR,SVERDLOVSK AIR
Russia,5246,Ulyanovsk Higher Civil Aviation School,UHS,PILOT AIR
Russia,5256,Unitemp-M,UMS,TOPAZ
Russia,5264,Uraiavia,URV,URAI
Russia,5271,UTair Aviation,UTA,UTAIR
Russia,5311,VIM Airlines,MOV,MOV AIR
Russia,5312,VIM-Aviaservice,MVY,
Russia,5326,Volga-Dnepr Airlines,VDA,VOLGA-DNEPR
Russia,5336,Vologda State Air Enterprise,VGV,VOLOGDA AIR
Russia,5353,Vladivostok Air,VLK,VLADAIR
Russia,5355,Vertical-T Air Company,VLT,VERTICAL
Russia,5357,Vipport Joint Stock Company,VNK,
Russia,5372,Voronezh Aircraft Manufacturing Society,VSO,VASO
Russia,5377,Vostok Airlines,VTK,VOSTOK
Russia,5382,Vzlyet,VZL,VZLYET
Russia,5386,Volga Aviaexpress,WLG,GOUMRAK
Russia,5490,Yak-Service,AKY,YAK-SERVICE
Russia,5491,Yakolev,YAK,YAK AVIA
Russia,5492,Yamal Airlines,LLM,YAMAL
Russia,5584,Sky Express,SXR,SKYSTORM
Russia,6196,Globus,GLP,
Russia,9225,NordWind Airlines,NWS,NORDLAND
Russia,9239,Red Wings,RWZ,AIR RED
Russia,9344,Kostromskie avialinii,KOQ,
Russia,10094,Voronezhskie Airlanes,\N,
Russia,10737,ALAK,\N,
Russia,10738,AJT Air International,\N,
Russia,11767,Polar Airlines,\N,
Russia,11855,Air Volga,\N,GOUMRAK
Russia,13088,NordStar Airlines,\N,
Russia,13254,Avianova (Russia),\N,Nova
Russia,13734,SOCHI AIR,KOL,SLOW FROG
Russia,13815,LCM AIRLINES,LMM,
Russia,14061,LSM Airlines,LOO,slowbird
Russia,14069,Zapolyarie Airlines,PZY,
Russia,14881,LSM AIRLINES ,YZZ,Moscow frog 
Russia,15814,UTair-Express,\N,
Russia,15867,Zabaykalskii Airlines,ZZZ,Lakeair
Russia,15893,Marysya Airlines,1QA,MARSHAK AIR
Russia,16120,ZABAIKAL AIRLINES,ZTT,BAIKAL 
Russia,16273,KMV,\N,Air Minvody
Russia,16507,LSM International ,UWW,moose
Russia,16511,Luchsh Airlines ,LJJ,russian sky
Russia,16616,Alaniya Airlines,\N,
Russia,16660,AeroWorld ,WER,sovet
Russia,16725,Marusya Airways,MRS,snowball
Russia,16728,AirRussia,RRJ,russiancloud
Russia,16796,I-Fly,RSY,RUSSIAN SKY
Russia,16882,Polet Airlines (Priv),\N,
Russia,17568,Dexter (DXT),DXT,Dexter
Russia,17695,Russia State Transport,RSD,STATE AERO
Russia,17750,Aviabus,ABI,
Russia,18083,RusJet,RSJ,
Russia,18616,Aviaexpresscruise,\N,
Russia,18700,SOCHI AIR CHATER,QER,russian doll
Russia,18828,IzAvia,\N,
Russia,18860,Катэкавиа,КТК,
Russia,18863,Псковавиа,PKV,
Russia,19363,Russkie Krylya,KRY,
Russia,19474,Royal Flight,DME,
Russia,19531,Tomsk-Avia,TKS,
Russia,19751,Dobrolet,DOB,DOBROLET
Russia,19974,SOCHI AIR EXPRESS,SAE,ADLER EXPRESS
Russia,20158,Pobeda,PBD,POBEDA
Russia,20268,TransRussiaAirlines,RGG,
Russia,20270,Severstal Air Company,\N,
Russia,20608,Аэросервис,\N,
Russia,20695,UVT Aero,\N,
Russia,20962,Orenburzhie,ORG,
Russia,21317,Svyaz Rossiya,SJM,RussianConnecty
AQUILINE,530,Aviation Services,AVQ, Inc.
Solomon Islands,2775,Honiara Cargo Express,HEX,HONIARA CARGO
Solomon Islands,4797,Solomon Airlines,SOL,SOLOMON
Solomon Islands,5429,Western Pacific Airservice,WPA,WESTPAC
AEROCESAR,94,Aerocesar,AEC, Aerovias Del Cesar
Oman,1657,Cargoman,CGM,HOTEL CHARLIE
Oman,2637,Gulf Air,GFA,GULF AIR
Oman,3778,Oman Air,OMA,OMAN AIR
Oman,3779,Oman Royal Flight,ORF,OMAN
Oman,4242,Royal Air Force of Oman,MJN,MAJAN
Oman,4269,Royal Oman Police,ROP,
AIRWAVE,564,Airwave Transport,AWV, Inc.
Armenia,426,Air Armenia,ARR,AIR ARMENIA
Armenia,590,Aykavia Aircompany,AYK,
Armenia,1048,Atlantis European Airways,LUR,
Armenia,1209,Armenian Airlines,RME,ARMENIAN
Armenia,1210,Armenian International Airways,RML,
Armenia,1211,Arm-Aero,RMO,ARM-AERO
Armenia,1216,Armavia,RNV,ARMAVIA
Armenia,1241,Aircompany Veteran,RVT,AIR-VET
Armenia,1432,Blue Airways,BLM,BLUE ARMENIA
Armenia,3484,Miapet-Avia,MPT,MIAPET
Armenia,3625,Navigator Airlines,NVL,NAVLINES
Armenia,3965,Phoenix Avia,PHY,PHOENIX ARMENIA
Armenia,4507,South-Airlines,STH,
Armenia,5275,Urartu-Air,UTU,
Armenia,5291,V-Berd-Avia,VBD,VEEBIRD-AVIA
Armenia,5497,Yerevan-Avia,ERV,YEREVAN-AVIA
Armenia,5504,Z-Avia,RZV,ZEDAVIA
Marshall Islands,788,Air Marshall Islands,CWM,AIR MARSHALLS
Guadeloupe,11741,Air Antilles Express,\N,GREEN BIRD
Cote d'Ivoire,5418,Westair Cargo Airlines,WSC,WESTCAR
AIRMAN,591,Airman,AYM, S.L.
Slovenia,83,Adria Airways,ADR,ADRIA
Slovenia,708,Aurora Airlines,URR,AIR AURORA
Slovenia,2317,Falcon Air,FAR,FALCAIR
Slovenia,2423,Flycom,FLO,FLYCOM
Slovenia,4446,Slovenian Armed Forces,SIV,SLOVENIAN
Slovenia,4801,Solinair,SOP,SOLINAIR
Chile,97,Aerofumigaciones Sam,AEG,FUMIGACIONES SAM
Chile,171,Aerogala,AGQ,GALASERVICE
Chile,200,Alpine Air Chile,AIH,ALPINE CHILE
Chile,427,Aeromet Servicios,ARS,METSERVICE
Chile,660,Aeropuelche,PUE,PUELCHE
Chile,752,Aerocardal,CDA,CARDAL
Chile,795,Aerovias DAP,DAP,DAP
Chile,809,Aerolineas Del Sur,DLU,DEL SUR
Chile,852,Aerosec,ERK,AEROSEC
Chile,936,Aerohein,HEI,AEROHEIN
Chile,958,Aeroingenieria,ING,AEROINGE
Chile,1100,Aeromet Linea Aerea,MTE,AEROMET
Chile,1670,Carranza,CRR,CARRANZA
Chile,1782,Cirrus,RRU,HELICIRRUS
Chile,1950,DAP Helicopteros,DHE,HELIDAP
Chile,2026,Didier Rousset Buy,DRB,DIDIER
Chile,2190,Empresa Aero-Servicios Parrague,PRG,ASPAR
Chile,2201,Enrique Gleisner Vivanco,EGV,GLEISNER
Chile,2552,Gestar,GTR,STAR GESTAR
Chile,2727,Helicopteros Agroforestal,HAA,AGROFORESTAL
Chile,2746,Heliworks,HLW,HELIWORKS
Chile,3200,LAN Airlines,LAN,LAN
Chile,3202,LAN Cargo,LCO,LAN CARGO
Chile,3204,LAN Express,LXP,LANEX
Chile,3268,Linea Aerea Costa Norte,NOT,COSTA NORTE
Chile,3270,Linea Aerea SAPSA,LNP,SAPSA
Chile,3271,Linea Aerea de Fumig Aguas Negras,NEG,AGUAS NEGRAS
Chile,3273,Linea De Aeroservicios,LSE,
Chile,3313,Los Cedros Aviacion,LSC,CEDROS
Chile,3596,National Airlines,NCN,
Chile,4402,Servicios Aereos Agricolas,SGI,SERAGRI
Chile,4654,Servicios Aereos Copters,KOP,COPTERS
Chile,4737,Sky Airline,SKU,AEROSKY
Chile,4927,Transportes Aereos San Rafael,SRF,SAN RAFEAL
Chile,5084,Turismo Aereo de Chile,TUC,TURICHILE
Chile,5130,Transportes Aereos Don Carlos,DCL,DON CARLOS
Chile,5180,Transportes Aereos I.R. Crusoe,ROU,ROBINSON CRUSOE
